郵遞區號,電腦局號,郵務局號,局名,電腦局名,縣市,鄉鎮市區,地址,完整地址,緯度,經度
10044,000100-6,100000,臺北北門郵局,臺北901支,臺北市,中正區,忠孝西路一段120號1樓,臺北市中正區忠孝西路一段120號1樓,25.047355,121.511431
10064,000101-0,100001,臺北東門郵局,臺北1支,臺北市,中正區,信義路二段163號,臺北市中正區信義路二段163號,25.03408,121.528922
10846,000102-3,100002,臺北漢中街郵局,臺北2支,臺北市,萬華區,漢中街173號,臺北市萬華區漢中街173號,25.04132,121.507005
10847,000103-7,100003,臺北西園郵局,臺北3支,臺北市,萬華區,長沙街二段156、158、160、162號,臺北市萬華區長沙街二段156、158、160、162號,25.040769,121.501031
10851,000104-1,100004,臺北龍山郵局,臺北4支,臺北市,萬華區,廣州街67號,臺北市萬華區廣州街67號,25.036559,121.504565
10075,000105-4,100005,臺北南海郵局,臺北5支,臺北市,中正區,重慶南路二段43號,臺北市中正區重慶南路二段43號,25.031833,121.514659
10083,000106-8,100006,臺北螢橋郵局,臺北6支,臺北市,中正區,廈門街76號,臺北市中正區廈門街76號,25.02463,121.517368
10644,000107-1,100007,臺北青田郵局,臺北7支,臺北市,大安區,和平東路一段155號,臺北市大安區和平東路一段155號,25.026851,121.531151
10041,000108-5,100008,臺北復興橋郵局,臺北8支,臺北市,中正區,忠孝西路一段1號,臺北市中正區忠孝西路一段1號,25.046041,121.519409
10444,000109-9,100009,臺北中山郵局,臺北9支,臺北市,中山區,中山北路一段142號,臺北市中山區中山北路一段142號,25.051515,121.522121
10343,000110-1,100010,臺北迪化街郵局,臺北10支,臺北市,大同區,迪化街一段38號,臺北市大同區迪化街一段38號,25.054805,121.510023
10356,000111-4,100011,臺北圓環郵局,臺北11支,臺北市,大同區,重慶北路二段15號,臺北市大同區重慶北路二段15號,25.054665,121.514425
10051,000112-8,100012,行政院郵局,臺北12支,臺北市,中正區,北平東路2號(行政院內),臺北市中正區北平東路2號(行政院內),25.04687,121.521525
10091,000113-1,100013,臺北公館郵局,臺北13支,臺北市,中正區,羅斯福路四段74號(B1),臺北市中正區羅斯福路四段74號(B1),25.015428,121.534035
10048,000114-5,100014,國史館郵局,臺北14支,臺北市,中正區,博愛路168號之1,臺北市中正區博愛路168號之1,25.039789,121.511064
10048,000115-9,100015,總統府郵局,臺北15支,臺北市,中正區,重慶南路一段122號(總統府內),臺北市中正區重慶南路一段122號(總統府內),25.039824,121.511596
10449,000117-6,100017,臺北雙連郵局,臺北17支,臺北市,中山區,中山北路二段96號,臺北市中山區中山北路二段96號,25.059406,121.522548
10566,000118-0,100018,臺北松山郵局,臺北18支,臺北市,松山區,八德路四段626號,臺北市松山區八德路四段626號,25.049869,121.574143
10048,000120-5,100020,臺北法院郵局,臺北20支,臺北市,中正區,博愛路127號(司法大廈內),臺北市中正區博愛路127號(司法大廈內),25.038072,121.511139
10357,000121-9,100021,臺北臺北橋郵局,臺北21支,臺北市,大同區,民權西路246號,臺北市大同區民權西路246號,25.062796,121.512683
10610,000122-2,100022,臺北師大郵局,臺北22支,臺北市,大安區,和平東路一段162號,臺北市大安區和平東路一段162號,25.025924,121.528313
10617,000123-6,100023,臺大郵局,臺北23支,臺北市,大安區,羅斯福路四段1號(台灣大學內),臺北市大安區羅斯福路四段1號(台灣大學內),25.018646,121.537433
10651,000124-0,100024,臺北仁愛路郵局,臺北24支,臺北市,大安區,仁愛路三段47號,臺北市大安區仁愛路三段47號,25.038628,121.535569
10051,000125-3,100025,立法院郵局,臺北25支,臺北市,中正區,濟南路一段1號,臺北市中正區濟南路一段1號,25.043253,121.519897
10682,000126-7,100026,臺北信維郵局,臺北26支,臺北市,大安區,信義路四段74號,臺北市大安區信義路四段74號,25.033141,121.546419
10479,000127-1,100027,臺北建北郵局,臺北27支,臺北市,中山區,建國北路二段33號,臺北市中山區建國北路二段33號,25.055026,121.537185
11163,000128-4,100028,士林郵局,臺北28支,臺北市,士林區,文林路162號,臺北市士林區文林路162號,25.089289,121.526882
11670,000129-8,100029,文山景美郵局,臺北29支,臺北市,文山區,羅斯福路六段389號,臺北市文山區羅斯福路六段389號,24.992446,121.540901
10084,000130-0,100030,臺北古亭郵局,臺北30支,臺北市,中正區,南昌路二段232號,臺北市中正區南昌路二段232號,25.023693,121.524667
10869,000131-3,100031,臺北東園郵局,臺北31支,臺北市,萬華區,東園街148、150號,臺北市萬華區東園街148、150號,25.023318,121.497552
10666,000132-7,100032,臺北光華郵局,臺北32支,臺北市,大安區,新生北路一段7之2號,臺北市大安區新生北路一段7之2號,25.045154,121.533162
10047,000133-1,100033,臺北南陽郵局,臺北33支,臺北市,中正區,信陽街8號,臺北市中正區信陽街8號,25.044638,121.516071
10488,000134-4,100034,臺北中崙郵局,臺北34支,臺北市,中山區,復興北路40號,臺北市中山區復興北路40號,25.049404,121.543718
10862,000135-8,100035,臺北莒光郵局,臺北35支,臺北市,萬華區,莒光路210號,臺北市萬華區莒光路210號,25.031396,121.501124
10555,000136-1,100036,臺北光復郵局,臺北36支,臺北市,松山區,八德路三段240號,臺北市松山區八德路三段240號,25.047994,121.557611
10465,000137-5,100037,臺北大直郵局,臺北37支,臺北市,中山區,北安路518巷14弄18、20號,臺北市中山區北安路518巷14弄18、20號,25.078971,121.545445
10044,000139-2,100039,臺北重南郵局,臺北39支,臺北市,中正區,忠孝西路一段120號1樓,臺北市中正區忠孝西路一段120號1樓,25.046834,121.511366
11165,000142-1,100042,士林社子郵局,臺北42支,臺北市,士林區,延平北路五段150號,臺北市士林區延平北路五段150號,25.082442,121.510448
10692,000143-5,100043,臺北三張犁郵局,臺北43支,臺北市,大安區,信義路四段337號,臺北市大安區信義路四段337號,25.033252,121.556403
10670,000144-9,100044,臺北成功郵局,臺北44支,臺北市,大安區,四維路198巷38弄12號,臺北市大安區四維路198巷38弄12號,25.026465,121.545403
10548,000145-2,100045,松山機場郵局,臺北45支,臺北市,松山區,敦化北路340-9號(松山機場內 ),臺北市松山區敦化北路340-9號(松山機場內 ),25.063785,121.550858
10455,000146-6,100046,臺北長安郵局,臺北46支,臺北市,中山區,長安東路二段97號,臺北市中山區長安東路二段97號,25.048551,121.53485
10364,000147-0,100047,臺北大同郵局,臺北47支,臺北市,大同區,承德路三段83號,臺北市大同區承德路三段83號,25.065868,121.518614
10569,000148-3,100048,臺北西松郵局,臺北48支,臺北市,松山區,南京東路五段311號,臺北市松山區南京東路五段311號,25.051579,121.566694
11008,000149-7,100049,臺北市府郵局,臺北49支,臺北市,信義區,市府路1號地下2樓(台北市政府內),臺北市信義區市府路1號地下2樓(台北市政府內),25.037536,121.563781
10371,000150-9,100050,臺北大龍峒郵局,臺北50支,臺北市,大同區,重慶北路三段338號,臺北市大同區重慶北路三段338號,25.076127,121.513628
11086,000151-2,100051,臺北松德郵局,臺北51支,臺北市,信義區,松德路300號,臺北市信義區松德路300號,25.032029,121.574276
11151,000152-6,100052,士林天母郵局,臺北52支,臺北市,士林區,中山北路七段130號,臺北市士林區中山北路七段130號,25.122812,121.532146
10691,000153-0,100053,臺北光武郵局,臺北53支,臺北市,大安區,大安路一段52巷16號,臺北市大安區大安路一段52巷16號,25.043027,121.545601
11050,000154-3,100054,臺北吳興郵局,臺北54支,臺北市,信義區,莊敬路418號之1,臺北市信義區莊敬路418號之1,25.026957,121.566366
10468,000155-7,100055,臺北松江路郵局,臺北55支,臺北市,中山區,松江路364號,臺北市中山區松江路364號,25.06207,121.532975
10572,000156-1,100056,臺北延壽郵局,臺北56支,臺北市,松山區,民生東路五段12號,臺北市松山區民生東路五段12號,25.058159,121.555969
10674,000157-4,100057,臺北六張犁郵局,臺北57支,臺北市,大安區,和平東路三段208號,臺北市大安區和平東路三段208號,25.022872,121.553823
10066,000158-8,100058,臺北小南門郵局,臺北58支,臺北市,中正區,廣州街15號,臺北市中正區廣州街15號,25.03579,121.508111
11143,000159-1,100059,故宮郵局,臺北59支,臺北市,士林區,至善路二段221號(故宮博物院內),臺北市士林區至善路二段221號(故宮博物院內),25.102015,121.548764
10359,000161-7,100061,臺北保安郵局,臺北61支,臺北市,大同區,重慶北路二段183號,臺北市大同區重慶北路二段183號,25.059877,121.513758
10041,000164-8,100064,臺北火車站郵局,臺北64支,臺北市,中正區,北平西路3號(台北火車站內),臺北市中正區北平西路3號(台北火車站內),25.047161,121.517544
10460,000165-1,100065,臺北圓山郵局,臺北65支,臺北市,中山區,林森北路573號,臺北市中山區林森北路573號,25.065024,121.525811
10459,000167-9,100067,臺北長春路郵局,臺北67支,臺北市,中山區,長春路129號之2,臺北市中山區長春路129號之2,25.055003,121.530632
10449,000168-2,100068,臺北民權郵局,臺北68支,臺北市,中山區,民權西路22號,臺北市中山區民權西路22號,25.062578,121.521633
10849,000170-8,100070,臺北老松郵局,臺北70支,臺北市,萬華區,桂林路51號,臺北市萬華區桂林路51號,25.038076,121.504011
10091,000171-1,100071,臺北汀州郵局,臺北71支,臺北市,中正區,汀州路三段301號,臺北市中正區汀州路三段301號,25.011795,121.53588
10070,000172-5,100072,臺北龍口郵局,臺北72支,臺北市,中正區,和平西路二段68號,臺北市中正區和平西路二段68號,25.029097,121.511598
11162,000173-9,100073,士林中正路郵局,臺北73支,臺北市,士林區,中正路420號,臺北市士林區中正路420號,25.093549,121.51952
10872,000174-2,100074,臺北萬大路郵局,臺北74支,臺北市,萬華區,萬大路524號,臺北市萬華區萬大路524號,25.018886,121.496783
11689,000175-6,100075,文山興隆路郵局,臺北75支,臺北市,文山區,興隆路二段171號,臺北市文山區興隆路二段171號,25.000715,121.548895
11169,000177-3,100077,士林後港郵局,臺北77支,臺北市,士林區,福港街149巷2號,臺北市士林區福港街149巷2號,25.087416,121.518299
11066,000178-7,100078,臺北永吉郵局,臺北78支,臺北市,信義區,永吉路168號1樓,臺北市信義區永吉路168號1樓,25.045516,121.571012
10857,000179-1,100079,臺北華江橋郵局,臺北79支,臺北市,萬華區,和平西路三段310號,臺北市萬華區和平西路三段310號,25.035297,121.493029
11071,000180-2,100080,臺北逸仙郵局,臺北80支,臺北市,信義區,逸仙路46號,臺北市信義區逸仙路46號,25.040358,121.56166
10595,000181-6,100081,臺北體育場郵局,臺北81支,臺北市,松山區,儲匯：南京東路三段346號  郵務：南京東路三段346號後棟,臺北市松山區儲匯：南京東路三段346號  郵務：南京東路三段346號後棟,25.051564,121.548497
10655,000182-0,100082,臺北正義郵局,臺北82支,臺北市,大安區,忠孝東路三段150、152、154號,臺北市大安區忠孝東路三段150、152、154號,25.041511,121.538303
11148,000183-3,100083,士林蘭雅郵局,臺北83支,臺北市,士林區,忠誠路一段52號,臺北市士林區忠誠路一段52號,25.104639,121.526931
10053,000184-7,100084,臺北杭南郵局,臺北84支,臺北市,中正區,杭州南路一段23號之3,臺北市中正區杭州南路一段23號之3,25.042273,121.526462
11102,000186-4,100086,東吳大學郵局,臺北86支,臺北市,士林區,臨溪路70號(東吳大學內),臺北市士林區臨溪路70號(東吳大學內),25.094071,121.546299
10589,000187-8,100087,臺北民生郵局,臺北87支,臺北市,松山區,民生東路五段191號,臺北市松山區民生東路五段191號,25.059215,121.565703
10607,000190-7,100090,臺灣科大郵局,臺北90支,臺北市,大安區,基隆路四段43號(台灣科技大學內),臺北市大安區基隆路四段43號(台灣科技大學內),25.013933,121.542483
10603,000191-1,100091,臺北金南郵局,臺北91支,臺北市,大安區,愛國東路216號,臺北市大安區愛國東路216號,25.031831,121.524565
10048,000192-4,100092,臺北中正堂郵局,臺北92支,臺北市,中正區,中山南路21號(中正紀念堂內),臺北市中正區中山南路21號(中正紀念堂內),25.035107,121.52211
11681,000193-8,100093,文山武功郵局,臺北93支,臺北市,文山區,羅斯福路五段147號,臺北市文山區羅斯福路五段147號,25.004078,121.539054
10881,000195-5,100095,臺北青年郵局,臺北95支,臺北市,萬華區,國興路34、36、38號,臺北市萬華區國興路34、36、38號,25.024785,121.508037
10680,000196-9,100096,臺北安和郵局,臺北96支,臺北市,大安區,安和路二段61、63號,臺北市大安區安和路二段61、63號,25.030837,121.552661
11677,000197-2,100097,文山萬盛郵局,臺北97支,臺北市,文山區,汀州路四段88號(師大分部內),臺北市文山區汀州路四段88號(師大分部內),25.008077,121.536506
11061,000199-0,100099,臺北永春郵局,臺北99支,臺北市,信義區,忠孝東路五段464、466號,臺北市信義區忠孝東路五段464、466號,25.040682,121.576702
10051,000200-1,100100,監察院郵局,臺北100支,臺北市,中正區,忠孝東路一段2號(監察院東側，面向鎮江街),臺北市中正區忠孝東路一段2號(監察院東側，面向鎮江街),25.044816,121.521362
10543,000201-5,100101,臺北榮星郵局,臺北101支,臺北市,松山區,民權東路三段124之1、2號,臺北市松山區民權東路三段124之1、2號,25.06188,121.545914
10466,000204-6,100104,臺北北安郵局,臺北104支,臺北市,中山區,北安路630巷10號,臺北市中山區北安路630巷10號,25.082668,121.549846
11154,000205-0,100105,士林芝山郵局,臺北105支,臺北市,士林區,士東路286巷36號,臺北市士林區士東路286巷36號,25.11143,121.537413
11154,000206-3,100106,士林法院郵局,臺北106支,臺北市,士林區,士東路190號,臺北市士林區士東路190號,25.111961,121.533128
10042,000207-7,100107,臺北中山堂郵局,臺北107支,臺北市,中正區,中華路一段53號,臺北市中正區中華路一段53號,25.042993,121.509104
10688,000208-1,100108,臺北敦南郵局,臺北108支,臺北市,大安區,忠孝東路四段170巷9號,臺北市大安區忠孝東路四段170巷9號,25.040667,121.55085
11011,000209-4,100109,臺北世貿郵局,臺北109支,臺北市,信義區,信義路五段5號(世貿中心內),臺北市信義區信義路五段5號(世貿中心內),25.034177,121.561827
10065,000210-6,100110,臺北南門郵局,臺北110支,臺北市,中正區,廣州街2號,臺北市中正區廣州街2號,25.034783,121.5105
11698,000211-0,100111,文山萬芳郵局,臺北111支,臺北市,文山區,興隆路三段178、180號,臺北市文山區興隆路三段178、180號,24.998114,121.55863
10480,000212-3,100112,臺北興安郵局,臺北112支,臺北市,中山區,復興北路210、212號,臺北市中山區復興北路210、212號,25.056242,121.543872
10002,000215-4,100115,臺大醫院郵局,臺北115支,臺北市,中正區,中山南路七號(台大醫院內),臺北市中正區中山南路七號(台大醫院內),25.0402,121.518927
11144,000216-8,100116,士林外雙溪郵局,臺北116支,臺北市,士林區,明溪街15號,臺北市士林區明溪街15號,25.107014,121.565203
10658,000217-1,100117,臺北大安郵局,臺北117支,臺北市,大安區,信義路三段89號,臺北市大安區信義路三段89號,25.033703,121.538257
10574,000218-5,100118,臺北台塑郵局,臺北118支,臺北市,松山區,民生東路四段54之2號,臺北市松山區民生東路四段54之2號,25.057366,121.550939
10055,000220-1,100120,臺北中聯郵局,臺北120支,臺北市,中正區,徐州路5號地下一樓(中央聯合辦公大樓內),臺北市中正區徐州路5號地下一樓(中央聯合辦公大樓內),25.042225,121.519468
10476,000221-4,100121,臺北龍江路郵局,臺北121支,臺北市,中山區,龍江路335號,臺北市中山區龍江路335號,25.063333,121.541036
10462,000222-8,100122,國防部郵局,臺北122支,臺北市,中山區,北安路409號,臺北市中山區北安路409號,25.082813,121.540196
11166,000223-1,100123,士林劍潭郵局,臺北123支,臺北市,士林區,基河路14號,臺北市士林區基河路14號,25.081748,121.523908
11291,000224-5,100124,陽明山郵局,臺北124支,臺北市,北投區,紗帽路139之1號,臺北市北投區紗帽路139之1號,25.15125,121.546164
11114,000225-9,100125,文化大學郵局,臺北125支,臺北市,士林區,華岡路55號,臺北市士林區華岡路55號,25.1359,121.538735
11172,000226-2,100126,士林社新里郵局,臺北126支,臺北市,士林區,延平北路六段197號,臺北市士林區延平北路六段197號,25.089392,121.505844
11058,000228-0,100128,臺北信義郵局,臺北128支,臺北市,信義區,松廉路76號(信義投遞中心),臺北市信義區松廉路76號(信義投遞中心),25.033821,121.567224
11142,000229-3,100129,士林名山里郵局,臺北129支,臺北市,士林區,至誠路二段70號,臺北市士林區至誠路二段70號,25.101736,121.528281
11246,000231-9,100131,北投郵局,臺北131支,臺北市,北投區,光明路181號,臺北市北投區光明路181號,25.135832,121.503085
11267,000233-6,100133,北投石牌郵局,臺北133支,臺北市,北投區,石牌路二段93-2號,臺北市北投區石牌路二段93-2號,25.117416,121.516364
11260,000234-0,100134,北投關渡郵局,臺北134支,臺北市,北投區,知行路293巷9弄11號,臺北市北投區知行路293巷9弄11號,25.121557,121.466872
11263,000235-3,100135,北投舊北投郵局,臺北135支,臺北市,北投區,中央南路一段201號,臺北市北投區中央南路一段201號,25.128522,121.501316
11217,000236-7,100136,北投榮總郵局,臺北136支,臺北市,北投區,石牌路二段201號,臺北市北投區石牌路二段201號,25.119464,121.520153
11287,000237-1,100137,北投文林郵局,臺北137支,臺北市,北投區,文林北路96號,臺北市北投區文林北路96號,25.105614,121.517716
11252,000238-4,100138,北投山腳郵局,臺北138支,臺北市,北投區,中和街408號,臺北市北投區中和街408號,25.143737,121.4981
11276,000239-8,100139,北投實踐郵局,臺北139支,臺北市,北投區,實踐街48巷11號,臺北市北投區實踐街48巷11號,25.114574,121.509347
11290,000240-0,100140,北投致遠郵局,臺北140支,臺北市,北投區,致遠一路1段121號,臺北市北投區致遠一路1段121號,25.110105,121.514895
11253,000241-3,100141,北投文化郵局,臺北141支,臺北市,北投區,文化三路8號,臺北市北投區文化三路8號,25.137376,121.497491
11280,000242-7,100142,北投明德郵局,臺北142支,臺北市,北投區,明德路210號,臺北市北投區明德路210號,25.113297,121.522169
11275,000243-1,100143,北投尊賢郵局,臺北143支,臺北市,北投區,尊賢街247-4號,臺北市北投區尊賢街247-4號,25.117583,121.506709
11245,000244-4,100144,北投奇岩郵局,臺北144支,臺北市,北投區,公館路271號,臺北市北投區公館路271號,25.125148,121.507658
11258,000245-8,100145,北投豐年郵局,臺北145支,臺北市,北投區,中央北路二段329號,臺北市北投區中央北路二段329號,25.138336,121.489256
11257,000246-1,100146,北投一德郵局,臺北146支,臺北市,北投區,中央北路四段529號,臺北市北投區中央北路四段529號,25.127858,121.467949
11221,000247-5,100147,陽明大學郵局,臺北147支,臺北市,北投區,立農街二段155號,臺北市北投區立農街二段155號,25.119281,121.513828
11466,000248-9,100148,內湖郵局,臺北148支,臺北市,內湖區,民權東路六段83號,臺北市內湖區民權東路六段83號,25.069272,121.588113
11464,000249-2,100149,內湖碧湖郵局,臺北149支,臺北市,內湖區,內湖路二段225號,臺北市內湖區內湖路二段225號,25.081811,121.588881
11470,000250-4,100150,內湖週美郵局,臺北150支,臺北市,內湖區,新明路380巷4弄4號,臺北市內湖區新明路380巷4弄4號,25.055081,121.580071
11475,000251-8,100151,內湖文德郵局,臺北151支,臺北市,內湖區,文德路26號,臺北市內湖區文德路26號,25.078289,121.579716
11454,000252-1,100152,內湖金龍郵局,臺北152支,臺北市,內湖區,內湖路三段131號,臺北市內湖區內湖路三段131號,25.086794,121.589984
11444,000253-5,100153,內湖西湖郵局,臺北153支,臺北市,內湖區,內湖路一段331號,臺北市內湖區內湖路一段331號,25.082327,121.568297
11480,000254-9,100154,內湖東湖郵局,臺北154支,臺北市,內湖區,康樂街16號,臺北市內湖區康樂街16號,25.068211,121.617868
11481,000255-2,100155,內湖大湖郵局,臺北155支,臺北市,內湖區,大湖街166巷2號,臺北市內湖區大湖街166巷2號,25.084321,121.600631
11492,000256-6,100156,內湖江南郵局,臺北156支,臺北市,內湖區,瑞光路316巷1號,臺北市內湖區瑞光路316巷1號,25.076505,121.573929
11442,000257-0,100157,內湖北勢湖郵局,臺北157支,臺北市,內湖區,內湖路一段91巷2-1號,臺北市內湖區內湖路一段91巷2-1號,25.084722,121.561453
11494,000258-3,100158,內湖舊宗郵局,臺北158支,臺北市,內湖區,舊宗路一段189號,臺北市內湖區舊宗路一段189號,25.06229,121.577979
11486,000259-7,100159,內湖康寧郵局,臺北159支,臺北市,內湖區,康寧路三段22號之1,臺北市內湖區康寧路三段22號之1,25.072277,121.607769
11490,000260-9,100160,內湖三總郵局,臺北160支,臺北市,內湖區,成功路二段325號2樓,臺北市內湖區成功路二段325號2樓,25.071849,121.592291
11558,000261-2,100161,南港昆陽郵局,臺北161支,臺北市,南港區,忠孝東路六段400、402、404、406號,臺北市南港區忠孝東路六段400、402、404、406號,25.049883,121.592612
11574,000262-6,100162,中研院郵局,臺北162支,臺北市,南港區,研究院路二段108號,臺北市南港區研究院路二段108號,25.042823,121.616507
11554,000264-3,100164,南港港三郵局,臺北164支,臺北市,南港區,南港路三段184號,臺北市南港區南港路三段184號,25.053138,121.587043
11571,000265-7,100165,南港富康郵局,臺北165支,臺北市,南港區,研究院路一段44號,臺北市南港區研究院路一段44號,25.053488,121.616197
11556,000266-1,100166,南港同德郵局,臺北166支,臺北市,南港區,同德路85巷2號,臺北市南港區同德路85巷2號,25.04624,121.585658
11579,000267-4,100167,南港郵局,臺北167支,臺北市,南港區,南港路二段78號,臺北市南港區南港路二段78號,25.053889,121.603416
11555,000268-8,100168,南港福德郵局,臺北168支,臺北市,南港區,福德街314、316號,臺北市南港區福德街314、316號,25.039413,121.58774
11575,000269-1,100169,南港後山埤郵局,臺北169支,臺北市,南港區,忠孝東路五段994號,臺北市南港區忠孝東路五段994號,25.044881,121.582686
11648,000270-3,100170,木柵郵局,臺北170支,臺北市,文山區,木柵路三段27號,臺北市文山區木柵路三段27號,24.988476,121.565401
11651,000271-7,100171,文山指南郵局,臺北171支,臺北市,文山區,指南路二段115號,臺北市文山區指南路二段115號,24.987652,121.576301
11645,000272-1,100172,文山溝子口郵局,臺北172支,臺北市,文山區,木柵路1段119號,臺北市文山區木柵路1段119號,24.987328,121.548489
11659,000273-4,100173,文山木新郵局,臺北173支,臺北市,文山區,木新路3段329號,臺北市文山區木新路3段329號,24.980414,121.556252
22342,000274-8,100174,石碇郵局,臺北174支,新北市,石碇區,碇坪路1段78-80號,新北市石碇區碇坪路1段78-80號,24.99135,121.657687
22244,000275-1,100175,深坑郵局,臺北175支,新北市,深坑區,北深路3段30號,新北市深坑區北深路3段30號,25.001209,121.6092
11604,000276-5,100176,世新大學郵局,臺北176支,臺北市,文山區,木柵路1段17巷1號,臺北市文山區木柵路1段17巷1號,24.989503,121.54503
10052,000277-9,100177,臺北仁杭郵局,臺北177支,臺北市,中正區,杭州南路１段24號1樓(交通部大樓國際會議廳),臺北市中正區杭州南路１段24號1樓(交通部大樓國際會議廳),25.037588,121.524695
11658,000278-2,100178,文山樟腳里郵局,臺北178支,臺北市,文山區,木新路3段25號,臺北市文山區木新路3段25號,24.982514,121.564727
11605,000279-6,100179,政大郵局,臺北179支,臺北市,文山區,指南路2段64號(國立政治大學藝文中心內),臺北市文山區指南路2段64號(國立政治大學藝文中心內),24.982062,121.572313
22301,000280-8,100180,石碇華梵大學郵局,臺北180支,新北市,石碇區,豐田里華梵路1號,新北市石碇區豐田里華梵路1號,24.981379,121.690965
22241,000281-1,100181,深坑草地尾郵局,臺北181支,新北市,深坑區,北深路3段264號之1,新北市深坑區北深路3段264號之1,25.004616,121.598896
22641,000282-5,100182,平溪郵局,臺北182支,新北市,平溪區,平溪街42號,新北市平溪區平溪街42號,25.025971,121.738489
11665,000283-9,100183,文山萬美街郵局,臺北183支,臺北市,文山區,萬美街1段51號,臺北市文山區萬美街1段51號,25.002266,121.568186
89345,000284-2,100184,金門郵局,臺北184支,金門縣,金城鎮,民生路４號,金門縣金城鎮民生路４號,24.432988,118.32054
89049,000285-6,100185,金門沙美郵局,臺北185支,金門縣,金沙鎮,國中路21號,金門縣金沙鎮國中路21號,24.489106,118.414389
89250,000286-0,100186,金門頂堡郵局,臺北186支,金門縣,金寧鄉,頂堡52號,金門縣金寧鄉頂堡52號,24.44782,118.338827
89441,000287-3,100187,金門烈嶼郵局,臺北187支,金門縣,烈嶼鄉,林湖村西宅7之5號,金門縣烈嶼鄉林湖村西宅7之5號,24.429511,118.247577
89146,000288-7,100188,金門尚義郵局,臺北188支,金門縣,金湖鎮,尚義機場2號,金門縣金湖鎮尚義機場2號,24.435802,118.368056
20941,000289-1,100189,馬祖郵局,臺北189支,連江縣,南竿鄉,福沃村141號,連江縣南竿鄉福沃村141號,26.157328,119.94165
20942,000290-2,100190,馬祖馬港郵局,臺北190支,連江縣,南竿鄉,馬祖村51-2號,連江縣南竿鄉馬祖村51-2號,26.159494,119.919197
11503,000291-6,100191,南港軟體園區郵局,臺北191支,臺北市,南港區,園區街3-2號H棟1樓,臺北市南港區園區街3-2號H棟1樓,25.056619,121.611896
10462,000292-0,100192,臺北樂群二路郵局,臺北192支,臺北市,中山區,樂群二路147號,臺北市中山區樂群二路147號,25.080134,121.557167
89142,000350-0,100250,金門山外郵局,臺北250支,金門縣,金湖鎮,林森路39號,金門縣金湖鎮林森路39號,24.442197,118.415488
21141,000353-1,100253,馬祖西莒郵局,臺北253支,連江縣,莒光鄉,西莒青帆村17號,連江縣莒光鄉西莒青帆村17號,25.960157,119.972172
21041,000354-4,100254,馬祖北竿郵局,臺北254支,連江縣,北竿鄉,塘岐村256號,連江縣北竿鄉塘岐村256號,26.224585,119.997248
21241,000356-1,100256,馬祖東引郵局,臺北256支,連江縣,東引鄉,樂華村69號,連江縣東引鄉樂華村69號,26.366926,120.487659
89641,000357-5,100257,金門烏坵郵局,臺北257支,金門縣,烏坵鄉,大坵村,金門縣烏坵鄉大坵村,24.988868,119.453982
21191,000355-8,100255,馬祖東莒郵局,臺北255支,連江縣,莒光鄉,東莒大坪村55號,連江縣莒光鄉東莒大坪村55號,25.960157,119.972172
20047,001100-2,200450,基隆愛三路郵局,基隆901支,基隆市,仁愛區,愛三路130號1F,基隆市仁愛區愛三路130號1F,25.129912,121.743734
20248,001101-6,200001,基隆港東郵局,基隆1支,基隆市,中正區,中正路56號,基隆市中正區中正路56號,25.134231,121.74559
20041,001102-0,200002,基隆港西街郵局,基隆2支,基隆市,仁愛區,港西街10號,基隆市仁愛區港西街10號,25.133743,121.740739
20645,001103-3,200003,基隆七堵郵局,基隆3支,基隆市,七堵區,明德一路171號,基隆市七堵區明德一路171號,25.097194,121.712767
20248,001104-7,200004,基隆中正郵局,基隆4支,基隆市,中正區,中正路393巷18號,基隆市中正區中正路393巷18號,25.151176,121.7664
20341,001105-1,200005,基隆新民郵局,基隆5支,基隆市,中山區,新民路19號,基隆市中山區新民路19號,25.130573,121.736323
20246,001106-4,200006,基隆和平島郵局,基隆6支,基隆市,中正區,和一路129號,基隆市中正區和一路129號,25.154916,121.765401
20224,001107-8,200007,海洋大學郵局,基隆7支,基隆市,中正區,北寧路2號,基隆市中正區北寧路2號,25.150583,121.775569
20542,001108-1,200008,基隆過港路郵局,基隆8支,基隆市,暖暖區,過港路58號,基隆市暖暖區過港路58號,25.105212,121.737722
20042,001109-5,200009,基隆孝三路郵局,基隆9支,基隆市,仁愛區,孝三路62號,基隆市仁愛區孝三路62號,25.130425,121.739608
20342,001110-7,200010,基隆中山郵局,基隆10支,基隆市,中山區,中華路3號,基隆市中山區中華路3號,25.144871,121.738659
20249,001111-1,200011,基隆八斗子郵局,基隆11支,基隆市,中正區,八斗街14號,基隆市中正區八斗街14號,25.140034,121.796289
20147,001112-4,200012,基隆信義郵局,基隆12支,基隆市,信義區,信二路178號,基隆市信義區信二路178號,25.129461,121.753495
20145,001113-8,200013,基隆東信路郵局,基隆13支,基隆市,信義區,東信路123號,基隆市信義區東信路123號,25.128232,121.763864
20647,001114-1,200014,基隆六堵郵局,基隆14支,基隆市,七堵區,工東街64號,基隆市七堵區工東街64號,25.08838,121.703414
20248,001115-5,200015,基隆安瀾橋郵局,基隆15支,基隆市,中正區,中正路330號,基隆市中正區中正路330號,25.142837,121.761035
20048,001116-9,200016,基隆仁二路郵局,基隆16支,基隆市,仁愛區,仁二路19號,基隆市仁愛區仁二路19號,25.127587,121.750388
